Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
33315084,2017-04-01,2018-04-01,1370.86,1000
58694102,2015-02-03,2016-02-03,1240.47,375
65898611,2017-10-31,2018-10-31,1449.18,375
40303221,2019-01-23,2020-01-23,1436.08,1000
94031081,2016-03-05,2017-03-05,1489.34,1250
76282548,2015-02-27,2016-02-27,949.44,500
62528694,2018-01-26,2019-01-26,1353.33,375
69527165,2019-02-09,2020-02-09,1754.77,1000
88567057,2018-07-31,2019-07-31,1462.76,1100
30015796,2017-04-27,2018-04-27,1352.75,1100
70088898,2015-07-07,2016-07-06,1389.59,250
53042314,2019-09-16,2020-09-15,1605.59,750
12499380,2017-12-09,2018-12-09,1454.67,375
3915179,2019-05-20,2020-05-19,1254.63,750
23094491,2015-03-05,2016-03-04,653.66,500
95863608,2015-09-20,2016-09-19,1075.41,1000
72212796,2018-03-02,2019-03-02,951.46,500
49164255,2017-09-15,2018-09-15,920.76,500
44050264,2019-09-21,2020-09-20,1221.32,250
10198483,2015-08-15,2016-08-14,1007.0,750
84861821,2015-05-27,2016-05-26,1255.02,500
88489815,2016-07-26,2017-07-26,1787.66,850
89365012,2015-08-15,2016-08-14,1379.93,1000
29459272,2018-09-30,2019-09-30,1562.8,850
86164443,2016-04-18,2017-04-18,1098.46,250
41858838,2019-11-11,2020-11-10,1754.86,500
9114122,2018-03-26,2019-03-26,1173.25,375
6985105,2019-09-18,2020-09-17,1745.41,1000
37686315,2015-02-22,2016-02-22,817.28,725
86088743,2017-03-20,2018-03-20,1614.42,1250
73686151,2018-01-17,2019-01-17,835.02,250
63279613,2018-12-29,2019-12-29,964.79,725
84080397,2018-03-09,2019-03-09,1472.43,850
99724013,2018-07-29,2019-07-29,1347.31,375
885506,2019-10-03,2020-10-02,1727.68,850
22126157,2016-12-07,2017-12-07,1411.45,375
79391471,2015-08-16,2016-08-15,1060.74,750
75483471,2018-08-05,2019-08-05,1611.83,1100
86977841,2019-06-26,2020-06-25,1478.93,850
7703540,2018-03-31,2019-03-31,719.52,500
69101787,2018-04-20,2019-04-20,653.66,250
20681650,2016-02-10,2017-02-09,1416.6,850
9897435,2015-09-29,2016-09-28,1181.46,750
69165578,2018-02-11,2019-02-11,785.82,500
97226999,2019-08-20,2020-08-19,1254.63,750
66788459,2017-01-12,2018-01-12,1381.01,750
67698031,2018-06-15,2019-06-15,1059.52,850
69623293,2015-05-28,2016-05-27,1045.12,375
86446079,2016-04-06,2017-04-06,759.14,500
48445935,2017-08-11,2018-08-11,1124.5900000000001,725
74788125,2016-10-28,2017-10-28,1472.56,1000
45364517,2016-02-15,2017-02-14,1123.83,750
81661588,2016-06-01,2017-06-01,1201.39,850
78301337,2018-02-06,2019-02-06,1306.78,1100
91447840,2019-07-14,2020-07-13,1699.18,750
23446102,2019-01-09,2020-01-09,1524.71,850
86321164,2015-05-19,2016-05-18,1463.82,1000
77134583,2017-09-14,2018-09-14,1619.75,850
71987152,2015-02-15,2016-02-15,1346.18,500
28528593,2019-03-09,2020-03-08,1405.14,1100
26346435,2016-07-15,2017-07-15,1638.55,850
71259484,2016-09-23,2017-09-23,1125.71,250
78120007,2016-01-17,2017-01-16,1487.33,1000
27598345,2018-06-02,2019-06-02,1078.65,500
83135790,2019-02-16,2020-02-16,1131.75,500
51760207,2017-09-30,2018-09-30,1742.41,250
91002467,2016-02-02,2017-02-01,1104.92,750
16906417,2016-09-27,2017-09-27,764.03,500
93133382,2018-05-22,2019-05-22,1353.53,1100
18369597,2019-04-19,2020-04-18,1583.26,1000
71677014,2016-06-12,2017-06-12,953.32,725
68067695,2015-11-30,2016-11-29,1307.68,750
97169615,2017-11-11,2018-11-11,1281.4,1000
44453826,2018-07-08,2019-07-08,1318.24,375
32646210,2016-06-27,2017-06-27,1202.4,1000
41946912,2019-12-08,2020-12-07,1559.29,850
74207994,2017-05-19,2018-05-19,1045.83,500
24247912,2016-03-23,2017-03-23,1128.65,850
69608790,2018-11-26,2019-11-26,1231.98,375
72664853,2017-03-02,2018-03-02,1781.1,375
18174247,2018-07-06,2019-07-06,968.74,750
34756677,2019-07-19,2020-07-18,1324.91,1100
608630,2015-07-06,2016-07-05,1075.41,750
12016066,2017-05-01,2018-05-01,1229.92,750
60965744,2015-11-13,2016-11-12,1191.5,1000
81634604,2017-05-07,2018-05-07,1200.24,1000
67849831,2016-07-09,2017-07-09,1028.46,725
96439205,2018-10-10,2019-10-10,1072.62,750
51033397,2015-02-14,2016-02-14,1358.2,1000
58451675,2016-10-16,2017-10-16,1370.39,1250
26734890,2018-01-05,2019-01-05,1698.51,1100
20923290,2017-12-30,2018-12-30,1380.76,375
56425731,2016-03-11,2017-03-11,1098.46,1000
79174480,2019-12-15,2020-12-14,1849.45,1250
30119951,2017-02-18,2018-02-18,1508.03,750
57267468,2017-06-23,2018-06-23,1638.02,250
90217987,2019-09-01,2020-08-31,1606.36,1250
70708296,2019-01-19,2020-01-19,1524.56,850
75934499,2016-04-25,2017-04-25,1285.14,375
71289106,2019-03-20,2020-03-19,1371.01,375
81526932,2015-02-23,2016-02-23,1592.41,1250
78064236,2016-02-03,2017-02-02,1376.98,375
29854773,2016-12-22,2017-12-22,1243.4,500
8684487,2017-08-25,2018-08-25,1597.77,375
46513449,2017-03-31,2018-03-31,1494.56,1250
6104724,2016-11-25,2017-11-25,1390.24,375
51670144,2015-04-18,2016-04-17,1737.66,500
3205399,2018-07-24,2019-07-24,1279.08,1250
87597037,2015-11-25,2016-11-24,1252.48,1250
82090079,2016-04-01,2017-04-01,1195.85,500
57452812,2018-03-10,2019-03-10,1453.92,1100
65208978,2016-09-05,2017-09-05,1743.63,1000
6757074,2018-03-20,2019-03-20,1000.06,375
46850664,2016-11-22,2017-11-22,1205.53,500
79540042,2019-01-19,2020-01-19,1751.37,1000
42364321,2015-04-25,2016-04-24,1488.26,850
19888335,2018-07-19,2019-07-19,1624.82,500
11256971,2016-05-26,2017-05-26,1056.99,250
61575433,2019-03-11,2020-03-10,1374.6,250
21868839,2015-09-13,2016-09-12,1588.55,1100
75740670,2016-05-13,2017-05-13,1475.54,750
30308603,2016-09-29,2017-09-29,1498.84,1250
47830722,2019-04-13,2020-04-12,1422.62,250
19270208,2017-09-07,2018-09-07,1196.58,850
21831437,2017-04-17,2018-04-17,1372.75,250
18401658,2018-09-07,2019-09-07,1409.06,1100
73486852,2015-07-30,2016-07-29,1347.92,750
32813935,2015-08-20,2016-08-19,1260.56,1250
33507443,2018-04-07,2019-04-07,1270.55,750
99103931,2015-08-09,2016-08-08,1733.56,850
51583460,2019-06-29,2020-06-28,1800.65,500
35875612,2015-02-15,2016-02-15,1143.95,1100
21240949,2017-04-12,2018-04-12,1425.62,375
18288884,2017-02-20,2018-02-20,1553.9,1250
63240487,2016-06-21,2017-06-21,961.53,375
1408225,2018-01-25,2019-01-25,1475.93,750
63917024,2015-06-07,2016-06-06,1625.65,1000
17004384,2017-03-24,2018-03-24,2001.78,250
9668010,2017-06-12,2018-06-12,1302.4,375
75584249,2019-02-22,2020-02-22,1403.04,375
90012690,2018-10-17,2019-10-17,1123.87,750
10665554,2019-08-28,2020-08-27,1740.17,1250
35597835,2016-03-01,2017-03-01,1327.12,500
1924355,2016-04-18,2017-04-18,1372.1,500
12872188,2016-03-29,2017-03-29,1402.83,250
32155692,2015-04-16,2016-04-15,1264.77,250
35876762,2015-03-17,2016-03-16,1257.0,1000
13265602,2019-07-07,2020-07-06,1417.85,375
80380111,2017-05-28,2018-05-28,1516.42,1250
64899548,2015-02-04,2016-02-04,1255.68,375
11278528,2017-02-28,2018-02-28,1249.95,850
90426212,2015-04-08,2016-04-07,1326.62,500
70459427,2016-02-11,2017-02-10,1703.32,1100
91547167,2019-07-29,2020-07-28,2111.87,850
26489381,2016-12-08,2017-12-08,1425.29,850
76422548,2018-12-07,2019-12-07,1171.75,500
27205800,2019-04-07,2020-04-06,1396.07,750
60226192,2016-08-17,2017-08-17,1222.82,500
34790259,2017-05-01,2018-05-01,1342.27,1000
53334042,2015-03-10,2016-03-09,1603.42,500
28307787,2016-12-18,2017-12-18,744.45,500
85536305,2018-10-25,2019-10-25,1268.35,1250
54642340,2017-05-30,2018-05-30,1431.25,250
47091282,2019-10-25,2020-10-24,1498.6,375
48277521,2015-02-04,2016-02-04,1517.54,1000
75253100,2019-12-23,2020-12-22,1522.54,375
31013024,2018-07-16,2019-07-16,993.51,750
84571374,2018-02-03,2019-02-03,1198.15,1000
38287108,2017-08-29,2018-08-29,1206.71,375
1163761,2016-10-07,2017-10-07,1409.36,850
18362224,2016-04-29,2017-04-29,1558.9,1250
94953674,2016-03-05,2017-03-05,964.85,750
42333277,2019-08-15,2020-08-14,1241.77,250
91786474,2019-11-25,2020-11-24,1418.69,500
61051751,2018-08-26,2019-08-26,1115.81,850
8132895,2018-08-18,2019-08-18,1757.21,1100
49428922,2019-11-08,2020-11-07,1454.55,250
77436657,2019-10-04,2020-10-03,1488.67,250
44319438,2016-10-01,2017-10-01,1331.27,850
57510733,2018-11-15,2019-11-15,1315.56,1000
62797588,2018-12-29,2019-12-29,1153.35,250
56924163,2018-08-18,2019-08-18,1137.02,375
83088898,2016-03-24,2017-03-24,1019.5,725
53087610,2015-04-19,2016-04-18,1307.11,750
9089909,2017-11-14,2018-11-14,1759.67,750
83290966,2018-11-29,2019-11-29,1381.14,1250
78364811,2015-07-04,2016-07-03,1629.94,750
99761909,2018-03-28,2019-03-28,1540.19,500
6298505,2018-07-17,2019-07-17,1285.03,750
51937114,2016-02-08,2017-02-07,1023.5,725
35908091,2017-03-16,2018-03-16,886.07,500
17391062,2019-02-20,2020-02-20,1402.56,250
9908900,2019-12-31,2020-12-30,1637.95,250
47229044,2018-10-22,2019-10-22,1174.14,750
11594237,2018-06-06,2019-06-06,862.19,725
15036368,2019-10-26,2020-10-25,1244.74,750
59046548,2019-08-27,2020-08-26,1806.67,1100
74058370,2017-06-15,2018-06-15,1566.24,500
95221886,2018-03-08,2019-03-08,1257.0,1250
5956279,2016-03-07,2017-03-07,1471.59,375
91462577,2015-06-28,2016-06-27,1607.36,1000
7947045,2016-06-04,2017-06-04,1034.45,725
83884647,2019-06-14,2020-06-13,1373.98,1000
36498708,2015-12-16,2016-12-15,1533.71,1000
88191267,2016-04-20,2017-04-20,1045.56,850
88568154,2018-02-25,2019-02-25,1099.95,1000
72897221,2017-11-07,2018-11-07,1365.85,750
85650342,2019-08-28,2020-08-27,2231.59,850
51349331,2017-01-21,2018-01-21,1431.25,1250
90202697,2017-11-04,2018-11-04,1243.83,750
55181077,2015-03-21,2016-03-20,1280.88,1000
14433289,2019-05-04,2020-05-03,1387.17,850
56590288,2015-10-29,2016-10-28,883.31,725
43870919,2018-06-16,2019-06-16,1585.54,250
84734296,2017-08-29,2018-08-29,1759.11,850
73246502,2017-12-30,2018-12-30,1513.59,750
2632808,2015-11-18,2016-11-17,916.13,750
74126004,2015-05-09,2016-05-08,885.08,500
92753111,2019-10-18,2020-10-17,801.11,500
47086253,2019-11-08,2020-11-07,1301.42,1100
33987993,2017-04-25,2018-04-25,923.99,500
37313171,2016-02-01,2017-01-31,1087.32,850
13234060,2015-08-07,2016-08-06,1302.4,500
32561782,2018-05-26,2019-05-26,1497.41,1250
73457081,2018-02-03,2019-02-03,1483.25,375
84767703,2017-02-28,2018-02-28,1092.51,375
31901966,2015-10-15,2016-10-14,1237.88,750
67885485,2017-10-04,2018-10-04,1398.05,750
94449212,2015-03-05,2016-03-04,1219.27,1100
94633337,2017-12-19,2018-12-19,1539.13,250
90117152,2015-06-22,2016-06-21,1056.71,250
82832559,2016-06-05,2017-06-05,845.23,375
87994195,2015-09-05,2016-09-04,1158.03,375
61811200,2018-09-11,2019-09-11,1046.71,750
55783085,2018-02-13,2019-02-13,1195.01,750
39588036,2018-08-14,2019-08-14,1589.54,375
14293680,2017-06-11,2018-06-11,1124.1599999999999,750
46620659,2019-02-12,2020-02-12,855.92,500
53799219,2015-02-18,2016-02-18,1005.47,250
15556700,2015-01-09,2016-01-09,1515.3,250
61498079,2015-05-29,2016-05-28,500.0,333
92889323,2016-03-02,2017-03-02,1029.73,725
19171290,2017-01-15,2018-01-15,1571.59,1250
93291653,2018-10-24,2019-10-24,1422.36,1100
96710769,2015-12-08,2016-12-07,1056.71,375
52542666,2019-02-18,2020-02-18,1528.36,750
37741989,2017-01-24,2018-01-24,1284.08,750
48145715,2016-01-03,2017-01-02,1087.32,750
25709718,2015-12-25,2016-12-24,1131.4,1100
58402647,2017-10-26,2018-10-26,1425.62,500
23093036,2019-02-07,2020-02-07,1277.83,850
62476688,2017-03-13,2018-03-13,1161.92,750
39943333,2018-01-05,2019-01-05,1257.36,850
41265888,2019-03-09,2020-03-08,1079.83,725
73383254,2016-08-16,2017-08-16,1332.93,750
77896712,2017-02-24,2018-02-24,1441.7,750
83526614,2016-09-07,2017-09-07,1626.41,750
31439956,2018-07-03,2019-07-03,1338.54,375
30227899,2018-06-03,2019-06-03,1353.33,1250
86994190,2016-05-31,2017-05-31,1493.32,1100
65728354,2019-08-16,2020-08-15,1575.63,250
45539914,2017-12-15,2018-12-15,1687.07,1250
3159792,2016-08-23,2017-08-23,1272.75,1100
88449595,2018-05-04,2019-05-04,1286.44,1000
35937635,2018-12-05,2019-12-05,990.11,725
19441493,2019-07-30,2020-07-29,1698.72,500
7209105,2019-09-17,2020-09-16,1214.95,500
65950837,2016-08-19,2017-08-19,1285.14,375
2327733,2016-05-13,2017-05-13,1205.53,1100
30722588,2018-07-07,2019-07-07,1540.91,1000
31289606,2017-06-07,2018-06-07,1240.03,750
24826416,2016-11-13,2017-11-13,1186.83,250
14860730,2016-12-23,2017-12-23,998.1,250
39642946,2016-03-04,2017-03-04,1408.03,500
3689351,2015-03-17,2016-03-16,862.92,250
58850366,2016-11-12,2017-11-12,1283.96,750
76966240,2016-10-03,2017-10-03,1642.41,1000
14491217,2015-02-14,2016-02-14,1248.25,250
88277487,2019-04-17,2020-04-16,1538.2,1250
87386992,2019-03-31,2020-03-30,1245.98,750
55157862,2018-11-11,2019-11-11,1459.99,1250
55594090,2018-12-13,2019-12-13,862.92,250
72557055,2018-01-28,2019-01-28,1459.97,250
45653433,2017-11-23,2018-11-23,1492.8,1250
48539171,2018-06-28,2019-06-28,1381.14,375
68724671,2019-01-03,2020-01-03,1441.04,1000
50817277,2016-06-03,2017-06-03,1588.26,250
16836569,2016-01-22,2017-01-21,1326.57,500
72701835,2016-06-12,2017-06-12,1088.09,500
88126413,2019-10-17,2020-10-16,1606.78,850
50642360,2015-07-17,2016-07-16,1215.85,1000
32180924,2015-01-16,2016-01-16,1279.13,1100
74155511,2018-02-26,2019-02-26,1022.42,750
26168345,2015-02-09,2016-02-09,1219.94,750
805207,2018-05-10,2019-05-10,1588.55,375
25824085,2015-10-19,2016-10-18,965.21,725
61746086,2017-10-09,2018-10-09,1603.61,375
86025190,2016-07-20,2017-07-20,1475.79,375
40080669,2019-11-12,2020-11-11,1776.41,750
14275758,2015-03-12,2016-03-11,1556.17,1250
70443002,2016-05-14,2017-05-14,970.3,725
36830230,2017-01-13,2018-01-13,1468.24,250
68772746,2018-12-09,2019-12-09,1616.65,500
154803,2019-03-25,2020-03-24,1964.67,1000
97640383,2017-09-27,2018-09-27,1338.45,750
49270848,2019-03-24,2020-03-23,1621.53,750
25021277,2016-08-07,2017-08-07,1317.4,1100
2590994,2018-06-11,2019-06-11,927.23,250
98906039,2015-12-13,2016-12-12,914.85,375
39495961,2015-03-26,2016-03-25,1533.71,500
64840724,2019-07-09,2020-07-08,1138.1599999999999,850
30541377,2016-06-24,2017-06-24,1614.43,1100
51503474,2019-06-22,2020-06-21,1510.0,500
57959979,2017-08-28,2018-08-28,1205.53,375
82415400,2015-10-11,2016-10-10,1200.33,1100
67861666,2019-05-23,2020-05-22,1512.18,1250
16811792,2019-03-19,2020-03-18,1702.54,250
74841131,2016-08-16,2017-08-16,859.11,725
95720130,2017-10-08,2018-10-08,1656.21,500
22856469,2018-01-06,2019-01-06,1464.03,500
26966236,2016-03-05,2017-03-05,1703.32,1000
48447814,2015-12-31,2016-12-30,1254.18,250
16102647,2018-05-22,2019-05-22,1235.14,750
26448461,2016-02-22,2017-02-21,1443.57,850
40923156,2018-04-27,2019-04-27,1000.06,750
43294229,2018-11-24,2019-11-24,1453.61,250
51196110,2019-06-08,2020-06-07,1432.05,850
36395732,2018-05-25,2019-05-25,1178.95,750
32850522,2019-01-15,2020-01-15,1032.0700000000002,725
94041334,2016-03-26,2017-03-26,1514.73,1250
90719170,2016-09-15,2017-09-15,1392.72,500
51278697,2016-05-17,2017-05-17,1390.56,250
16868573,2019-12-24,2020-12-23,617.3299999999999,250
32269494,2018-07-30,2019-07-30,1518.54,500
35411165,2015-01-28,2016-01-28,1085.03,1000
20717192,2016-03-01,2017-03-01,1329.13,1250
90102754,2019-01-23,2020-01-23,848.86,375
40744755,2015-07-05,2016-07-04,1008.38,375
51460763,2016-03-31,2017-03-31,1606.17,250
9678191,2017-07-14,2018-07-14,1647.41,500
34297989,2015-10-12,2016-10-11,1232.57,750
17682306,2015-07-24,2016-07-23,1387.51,1000
29750847,2019-08-20,2020-08-19,1335.39,1100
97699061,2017-01-31,2018-01-31,1357.36,250
28920416,2015-03-21,2016-03-20,1205.86,750
55572665,2016-12-17,2017-12-17,818.91,250
77219958,2015-02-28,2016-02-28,1037.32,500
39287099,2015-10-16,2016-10-15,1497.35,1100
47227211,2019-05-28,2020-05-27,1401.84,375
68758225,2016-07-25,2017-07-25,1103.02,850
69956554,2019-11-14,2020-11-13,1376.27,750
47604003,2019-09-19,2020-09-18,1177.51,725
83534963,2017-03-01,2018-03-01,1272.95,850
40480768,2017-08-11,2018-08-11,1247.57,750
86597851,2019-11-21,2020-11-20,1722.6,1100
7829268,2017-08-23,2018-08-23,1169.44,850
77985625,2016-03-14,2017-03-14,1122.62,750
2826680,2016-03-31,2017-03-31,1133.72,250
16548973,2016-05-19,2017-05-19,1588.26,750
94267386,2019-12-30,2020-12-29,1643.5,500
5637979,2018-08-11,2019-08-11,1202.75,750
684994,2018-04-21,2019-04-21,1453.95,750
65048124,2017-05-15,2018-05-15,1134.02,725
84614755,2019-06-28,2020-06-27,1259.41,750
93766880,2018-05-14,2019-05-14,1221.14,1100
68712685,2016-11-21,2017-11-21,1095.12,375
88786141,2017-08-22,2018-08-22,1527.04,750
33924832,2018-04-27,2019-04-27,854.58,725
1852422,2016-08-09,2017-08-09,1072.42,750
58108022,2017-07-19,2018-07-19,1598.84,375
30743854,2015-07-01,2016-06-30,1181.64,1000
50530579,2016-06-11,2017-06-11,1497.78,750
29282604,2016-10-30,2017-10-30,1026.67,725
55375413,2018-11-11,2019-11-11,1865.83,1100
37692575,2019-08-20,2020-08-19,1796.43,375
2754128,2017-01-03,2018-01-03,1274.47,1000
88219937,2019-10-20,2020-10-19,1526.02,750
67723076,2019-02-01,2020-02-01,1448.99,850
11321541,2019-03-30,2020-03-29,1046.92,725
28503211,2016-07-26,2017-07-26,786.07,250
51782977,2016-08-10,2017-08-10,972.67,750
76395875,2017-02-15,2018-02-15,1658.12,750
20960910,2015-03-28,2016-03-27,979.26,725
79684129,2019-01-31,2020-01-31,1415.98,850
33389032,2019-03-03,2020-03-02,1440.2,375
52362181,2018-05-07,2019-05-07,1294.93,850
97038796,2016-02-17,2017-02-16,1244.0,850
25911800,2016-05-13,2017-05-13,1244.0,375
43835188,2017-09-12,2018-09-12,1712.8,1000
17243146,2015-07-21,2016-07-20,1470.06,375
54095126,2015-02-06,2016-02-06,1209.63,1100
59809713,2017-06-18,2018-06-18,1256.84,500
62204384,2017-03-23,2018-03-23,1620.06,1250
93993570,2018-11-15,2019-11-15,1328.26,500
84995550,2018-11-23,2019-11-23,1371.88,500
70955900,2018-04-24,2019-04-24,1338.4,250
43274522,2019-04-20,2020-04-19,1482.91,1000
23236959,2017-10-16,2018-10-16,1622.77,1100
76501617,2016-11-20,2017-11-20,923.64,250
56554508,2016-08-15,2017-08-15,1679.94,850
48123448,2016-02-15,2017-02-14,1422.27,1000
93915677,2017-07-05,2018-07-05,1609.93,1100
38560346,2019-03-30,2020-03-29,1638.43,750
31544295,2018-04-12,2019-04-12,1441.6,1100
68615332,2017-03-08,2018-03-08,1720.77,750
55535291,2015-09-18,2016-09-17,1414.74,850
17988838,2019-08-13,2020-08-12,1306.95,1000
4884208,2019-02-17,2020-02-17,1341.97,250
33812525,2016-06-15,2017-06-15,1191.1,375
81854419,2017-02-01,2018-02-01,1314.97,500
24579307,2015-07-22,2016-07-21,919.37,725
29479222,2018-02-16,2019-02-16,1238.92,1000
10462288,2019-01-25,2020-01-25,1039.1399999999999,375
52265358,2017-08-16,2018-08-16,1362.12,1100
53900926,2016-12-24,2017-12-24,1300.08,1000
69785025,2019-11-21,2020-11-20,1298.23,1100
26811014,2019-09-17,2020-09-16,1941.21,1250
82637565,2018-02-20,2019-02-20,999.52,850
69546311,2018-09-11,2019-09-11,1525.86,250
67427738,2019-05-23,2020-05-22,1453.76,500
18213462,2015-01-09,2016-01-09,1173.37,250
98204640,2019-12-20,2020-12-19,1580.89,375
63413614,2019-01-26,2020-01-26,1510.44,250
91137100,2016-10-16,2017-10-16,1271.41,250
11187926,2015-09-22,2016-09-21,1104.5,375
88205321,2015-01-29,2016-01-29,1281.25,375
40728369,2018-05-30,2019-05-30,1238.65,250
65176338,2019-08-19,2020-08-18,1465.72,500
84230023,2019-04-16,2020-04-15,1582.46,250
76094206,2018-11-24,2019-11-24,1413.14,1100
36994590,2016-12-26,2017-12-26,1050.06,750
68043546,2019-06-03,2020-06-02,893.14,500
28901915,2016-08-12,2017-08-12,1483.42,375
86916345,2019-01-12,2020-01-12,1672.26,1000
29827140,2016-04-07,2017-04-07,1583.71,1100
79637713,2019-09-07,2020-09-06,1699.3,375
36632473,2019-05-03,2020-05-02,1384.33,375
77511068,2019-04-24,2020-04-23,1555.88,850
2651315,2019-04-07,2020-04-06,1579.58,250
8150984,2015-08-31,2016-08-30,1127.89,500
67268354,2016-12-08,2017-12-08,744.45,500
53908114,2017-07-07,2018-07-07,1568.5,250
86246979,2016-12-16,2017-12-16,1437.51,1250
45568735,2018-04-04,2019-04-04,1698.51,375
28033231,2019-10-07,2020-10-06,1104.81,500
33210428,2015-09-03,2016-09-02,1328.26,1000
24732030,2019-12-12,2020-12-11,1458.7,375
36126670,2019-11-13,2020-11-12,1308.38,375
95452744,2017-01-18,2018-01-18,1465.56,375
22757188,2016-12-09,2017-12-09,1172.95,500
62489562,2018-06-03,2019-06-03,1060.88,250
4825707,2019-05-23,2020-05-22,1340.19,850
63915505,2017-07-21,2018-07-21,1761.83,1250
6723970,2015-09-05,2016-09-04,1371.78,1000
51719582,2018-03-12,2019-03-12,1340.71,375
89809177,2017-07-08,2018-07-08,1738.22,1250
55105875,2018-05-30,2019-05-30,1439.9,1000
79076748,2019-05-21,2020-05-20,1337.54,1000
81131312,2019-06-20,2020-06-19,1491.11,750
75995301,2015-02-19,2016-02-19,1315.68,500
24425675,2015-09-09,2016-09-08,1052.85,375
51382594,2016-12-30,2017-12-30,1580.52,500
18843075,2015-09-14,2016-09-13,964.79,725
98180592,2019-07-04,2020-07-03,1138.1599999999999,500
53013340,2016-03-22,2017-03-22,1014.79,250
25263879,2017-08-17,2018-08-17,1590.68,1250
16444984,2016-02-03,2017-02-02,1682.93,750
64232239,2018-03-24,2019-03-24,1061.33,850
89531165,2016-06-09,2017-06-09,933.31,750
38011324,2017-06-22,2018-06-22,1566.24,1000
76314739,2019-04-30,2020-04-29,1259.71,250
51975886,2017-03-07,2018-03-07,1539.13,500
47593888,2019-04-05,2020-04-04,1390.26,1100
42439255,2016-07-13,2017-07-13,1039.97,725
51614140,2016-08-04,2017-08-04,1703.32,500
49079044,2019-04-24,2020-04-23,1069.08,725
17823018,2018-02-25,2019-02-25,1306.0,500
94643535,2016-07-17,2017-07-17,1068.73,750
47535490,2018-03-30,2019-03-30,1255.35,1250
70770450,2017-02-28,2018-02-28,1711.41,250
92171290,2019-05-31,2020-05-30,1317.27,250
98218405,2015-08-10,2016-08-09,1500.04,375
24112838,2019-07-16,2020-07-15,1371.01,1000
97054065,2018-10-08,2019-10-08,1096.79,500
88485103,2018-02-21,2019-02-21,958.3,725
89965787,2015-01-31,2016-01-31,873.64,850
96431956,2018-05-11,2019-05-11,1275.39,500
13059271,2015-05-21,2016-05-20,1533.71,250
49482162,2018-01-11,2019-01-11,1865.83,750
10956454,2018-12-27,2019-12-27,1264.77,250
43059526,2017-01-05,2018-01-05,1301.39,1000
92971441,2017-10-15,2018-10-15,1348.44,500
97579170,2017-05-10,2018-05-10,1534.64,500
81790285,2017-12-03,2018-12-03,1680.52,1250
36812569,2016-05-21,2017-05-21,1125.41,750
63544471,2018-01-24,2019-01-24,1045.12,500
4670187,2019-03-16,2020-03-15,1406.48,375
64395605,2018-11-28,2019-11-28,1583.91,250
25635045,2019-05-18,2020-05-17,1549.46,250
31654562,2018-03-25,2019-03-25,895.14,725
49499955,2019-12-26,2020-12-25,2080.91,1100
45415588,2017-06-13,2018-06-13,1589.9,850
72734343,2017-01-08,2018-01-08,1274.6,250
94707555,2018-01-14,2019-01-14,1231.25,750
84750427,2017-12-23,2018-12-23,1753.42,750
58380995,2015-04-13,2016-04-12,1301.72,750
42346088,2019-07-05,2020-07-04,1405.14,750
54104170,2017-07-14,2018-07-14,1701.61,1100
48099534,2017-10-23,2018-10-23,1759.67,850
57896487,2017-11-29,2018-11-29,1538.58,1100
70730623,2017-12-16,2018-12-16,1463.33,1000
6125672,2018-08-31,2019-08-31,1453.61,750
48227255,2019-11-05,2020-11-04,1708.18,850
86308430,2019-05-31,2020-05-30,1357.21,1100
69065439,2017-12-07,2018-12-07,1004.58,375
79846884,2017-12-30,2018-12-30,1693.68,375
38048163,2017-02-01,2018-02-01,821.92,500
73611504,2017-07-14,2018-07-14,1545.58,750
14696725,2019-01-09,2020-01-09,1509.44,1100
25166283,2015-10-05,2016-10-04,1395.77,1000
1123602,2015-09-16,2016-09-15,1526.11,850
97162930,2019-03-27,2020-03-26,1583.85,1000
95055715,2018-11-10,2019-11-10,1459.97,250
56985425,2018-03-29,2019-03-29,1115.27,850
69039566,2017-05-18,2018-05-18,1457.74,850
84514690,2019-02-02,2020-02-02,1924.57,250
79953509,2015-01-26,2016-01-26,1362.29,375
15557642,2019-10-12,2020-10-11,1281.99,750
95003165,2016-12-09,2017-12-09,1059.37,375
7612340,2018-09-01,2019-09-01,1181.46,500
53260747,2016-07-20,2017-07-20,1637.96,1250
92072402,2017-01-26,2018-01-26,1844.09,1250
77571069,2015-03-13,2016-03-12,525.0,500
69010347,2017-08-31,2018-08-31,1874.09,750
1223301,2017-08-08,2018-08-08,1596.98,1250
9885038,2016-08-17,2017-08-17,1744.09,850
1144844,2015-03-07,2016-03-06,1193.4,1000
59716766,2018-10-11,2019-10-11,1488.02,750
59056798,2015-04-14,2016-04-13,1398.94,375
25165245,2015-12-11,2016-12-10,1377.23,1250
70762025,2016-09-21,2017-09-21,1744.09,850
62934348,2019-04-03,2020-04-02,1523.39,250
11472453,2015-10-27,2016-10-26,1363.77,500
97856940,2019-12-16,2020-12-15,1183.52,725
86818686,2015-11-15,2016-11-14,1006.77,375
66433384,2015-09-02,2016-09-01,1202.75,375
87806857,2017-02-24,2018-02-24,1689.06,750
36252367,2018-10-23,2019-10-23,1368.57,1250
19916258,2017-07-19,2018-07-19,1370.71,750
79440554,2016-09-09,2017-09-09,2097.59,500
23116683,2018-12-11,2019-12-11,830.31,250
58957959,2019-05-11,2020-05-10,1636.27,375
4798267,2019-05-15,2020-05-14,1800.65,375
83442043,2019-10-22,2020-10-21,1222.09,750
